num,xiaoxue_m,xiaoxue_w,chuzhong_m,chuzhong_w,gaozhong_m,gaozhong_w,zhuanke_m,zhuanke_w,benke_m,benke_w,yanjiusheng_m,yanjiusheng_w
all,16287856,18106056,25955085,22457869,9596280,7707601,3519047,3073224,2453738,2016708,242051,185754
