,nongye,kuangye,zhizaoye,dingli,jianzhu,youzheng,jisuanji,xiaoshou,zhusu,jinrong,fangdichan,chuzu,keyan,shuili,fuwu,jiaoyu,shebao,wenhua,gonggong,all
time,41.82 ,47.28 ,49.11 ,43.82 ,49.74 ,48.67 ,44.46 ,49.86 ,50.72 ,42.55 ,45.92 ,45.35 ,42.61 ,45.02 ,49.44 ,42.08 ,44.36 ,45.86 ,42.35 ,45.16
