,xiaoxuezaixiao_m,xiaoxuezaixiao_w,xiaoxuebiye_m,xiaoxuebiye_w,xiaoxueyiye_m,xiaoxueyiye_w,xiaoxuechuoxue_m,xiaoxuechuoxue_w,xiaoxueqita_m,xiaoxueqita_w,chuzhongzaixiao_m,chuzhongzaixiao_w,chuzhongbiye_m,chuzhongbiye_w,chuzhongyiye_m,chuzhongyiye_w,chuzhongchuoxue_m,chuzhongchuoxue_w,chuzhongqita_m,chuzhongqita_w,gaozhongzaixiao_m,gaozhongzaixiao_w,gaozhongbiye_m,gaozhongbiye_w,gaozhongyiye_m,gaozhongyiye_w,gaozhongchuoxue_m,gaozhongchuoxue_w,gaozhongqita_m,gaozhongqita_w,zhuankezaixiao_m,zhuankezaixiao_w,zhuankebiye_m,zhuankebiye_w,zhuankeyiye_m,zhuankeyiye_w,zhuankechuoxue_m,zhuankechuoxue_w,zhuankeqita_m,zhuankeqita_w,benkezaixiao_m,benkezaixiao_w,benkebiye_m,benkebiye_w,benkeyiye_m,benkeyiye_w,benkechuoxue_m,benkechuoxue_w,benkeqita_m,benkeqita_w,yanjiushengzaixiao_m,yanjiushengzaixiao_w,yanjiushengbiye_m,yanjiushengbiye_w,yanjiushengyiye_m,yanjiushengyiye_w,yanjiushengchuoxue_m,yanjiushengchuoxue_w,yanjiushengqita_m,yanjiushengqita_w
num,5019324,4225902,10027059,12236665,482527,655461,578201,757226,180745,230802,2762718,2435386,22496824,19486362,329705,262875,267111,191094,98727,82152,2041277,1900855,7410409,5717474,69111,40553,47291,28102,28192,20617,626186,655792,2869325,2401102,9502,6021,3222,2114,10812,8195,680714,665366,1764496,1345663,3506,2262,856,428,4166,2989,67920,68770,173065,116350,366,184,73,43,627,407
